Gender,Age,Health Tier,Coverage Amount,Monthly Premium ($)
Male,73,Eagle Select 1,39000,314.0
Male,73,Eagle Select 1,40000,322.55
Male,74,Eagle Select 1,21000,188.41
Male,74,Eagle Select 1,22000,196.96
Male,74,Eagle Select 1,23000,205.51
Male,74,Eagle Select 1,24000,214.06
Male,74,Eagle Select 1,25000,222.61
Male,74,Eagle Select 1,26000,231.16
Male,74,Eagle Select 1,27000,239.71
Male,74,Eagle Select 1,28000,248.26
Male,74,Eagle Select 1,29000,256.81
Male,74,Eagle Select 1,30000,265.36
Male,74,Eagle Select 1,31000,273.91
Male,74,Eagle Select 1,32000,282.46
Male,74,Eagle Select 1,33000,291.01
Male,74,Eagle Select 1,34000,299.56
Male,74,Eagle Select 1,35000,308.11
Male,74,Eagle Select 1,36000,316.66
Male,74,Eagle Select 1,37000,325.21
Male,74,Eagle Select 1,38000,333.76
Male,74,Eagle Select 1,39000,342.31
Male,74,Eagle Select 1,40000,350.86
Male,75,Eagle Select 1,21000,188.41
Male,75,Eagle Select 1,22000,196.96
Male,75,Eagle Select 1,23000,205.51
Male,75,Eagle Select 1,24000,214.06
Male,75,Eagle Select 1,25000,222.61
Male,75,Eagle Select 1,26000,231.16
Male,75,Eagle Select 1,27000,239.71
Male,75,Eagle Select 1,28000,248.26
Male,75,Eagle Select 1,29000,256.81
Male,75,Eagle Select 1,30000,265.36
Male,75,Eagle Select 1,31000,273.91
Male,75,Eagle Select 1,32000,282.46
Male,75,Eagle Select 1,33000,291.01
Male,75,Eagle Select 1,34000,299.56
Male,75,Eagle Select 1,35000,308.11
Male,75,Eagle Select 1,36000,316.66
Male,75,Eagle Select 1,37000,325.21
Male,75,Eagle Select 1,38000,333.76
Male,75,Eagle Select 1,39000,342.31
Male,75,Eagle Select 1,40000,350.86
Male,76,Eagle Select 1,21000,221.47
Male,76,Eagle Select 1,22000,230.02
Male,76,Eagle Select 1,23000,238.57
Male,76,Eagle Select 1,24000,247.12
Male,76,Eagle Select 1,25000,255.67
Male,76,Eagle Select 1,26000,264.22
Male,76,Eagle Select 1,27000,272.77
Male,76,Eagle Select 1,28000,281.32
Male,76,Eagle Select 1,29000,289.87
Male,76,Eagle Select 1,30000,298.42
Male,76,Eagle Select 1,31000,306.97
Male,76,Eagle Select 1,32000,315.52
Male,76,Eagle Select 1,33000,324.07
Male,76,Eagle Select 1,34000,332.62
Male,76,Eagle Select 1,35000,341.17
Male,76,Eagle Select 1,36000,349.72
Male,76,Eagle Select 1,37000,358.27
Male,76,Eagle Select 1,38000,366.82
Male,76,Eagle Select 1,39000,375.37
Male,76,Eagle Select 1,40000,383.92
Male,77,Eagle Select 1,21000,221.47
Male,77,Eagle Select 1,22000,230.02
Male,77,Eagle Select 1,23000,238.57
Male,77,Eagle Select 1,24000,247.12
Male,77,Eagle Select 1,25000,255.67
Male,77,Eagle Select 1,26000,264.22
Male,77,Eagle Select 1,27000,272.77
Male,77,Eagle Select 1,28000,281.32
Male,77,Eagle Select 1,29000,289.87
Male,77,Eagle Select 1,30000,298.42
Male,77,Eagle Select 1,31000,306.97
Male,77,Eagle Select 1,32000,315.52
Male,77,Eagle Select 1,33000,324.07
Male,77,Eagle Select 1,34000,332.62
Male,77,Eagle Select 1,35000,341.17
Male,77,Eagle Select 1,36000,349.72
Male,77,Eagle Select 1,37000,358.27
Male,77,Eagle Select 1,38000,366.82
Male,77,Eagle Select 1,39000,375.37
Male,77,Eagle Select 1,40000,383.92
Male,78,Eagle Select 1,21000,259.9
Male,78,Eagle Select 1,22000,268.45
Male,78,Eagle Select 1,23000,277.0
Male,78,Eagle Select 1,24000,285.55
Male,78,Eagle Select 1,25000,294.1
Male,78,Eagle Select 1,26000,302.65
Male,78,Eagle Select 1,27000,311.2
Male,78,Eagle Select 1,28000,319.75
Male,78,Eagle Select 1,29000,328.3
Male,78,Eagle Select 1,30000,336.85
Male,78,Eagle Select 1,31000,345.4
Male,78,Eagle Select 1,32000,353.95
Male,78,Eagle Select 1,33000,362.5
Male,78,Eagle Select 1,34000,371.05
Male,78,Eagle Select 1,35000,379.6
Male,78,Eagle Select 1,36000,388.15
Male,78,Eagle Select 1,37000,396.7
Male,78,Eagle Select 1,38000,405.25
Male,78,Eagle Select 1,39000,413.8
Male,78,Eagle Select 1,40000,422.35
Male,79,Eagle Select 1,21000,259.9
Male,79,Eagle Select 1,22000,268.45
Male,79,Eagle Select 1,23000,277.0
Male,79,Eagle Select 1,24000,285.55
Male,79,Eagle Select 1,25000,294.1
Male,79,Eagle Select 1,26000,302.65
Male,79,Eagle Select 1,27000,311.2
Male,79,Eagle Select 1,28000,319.75
Male,79,Eagle Select 1,29000,328.3
Male,79,Eagle Select 1,30000,336.85
Male,79,Eagle Select 1,31000,345.4
Male,79,Eagle Select 1,32000,353.95
Male,79,Eagle Select 1,33000,362.5
Male,79,Eagle Select 1,34000,371.05
Male,79,Eagle Select 1,35000,379.6
Male,79,Eagle Select 1,36000,388.15
Male,79,Eagle Select 1,37000,396.7
Male,79,Eagle Select 1,38000,405.25
Male,79,Eagle Select 1,39000,413.8
Male,79,Eagle Select 1,40000,422.35
Male,80,Eagle Select 1,21000,299.56
Male,80,Eagle Select 1,22000,308.11
Male,80,Eagle Select 1,23000,316.66
Male,80,Eagle Select 1,24000,325.21
Male,80,Eagle Select 1,25000,333.76
Male,80,Eagle Select 1,26000,342.31
Male,80,Eagle Select 1,27000,350.86
Male,80,Eagle Select 1,28000,359.41
Male,80,Eagle Select 1,29000,367.96
Male,80,Eagle Select 1,30000,376.51
Male,80,Eagle Select 1,31000,385.06
Male,80,Eagle Select 1,32000,393.61
Male,80,Eagle Select 1,33000,402.16
Male,80,Eagle Select 1,34000,410.71
Male,80,Eagle Select 1,35000,419.26
Male,80,Eagle Select 1,36000,427.81
Male,80,Eagle Select 1,37000,436.36
Male,80,Eagle Select 1,38000,444.91
Male,80,Eagle Select 1,39000,453.46
Male,80,Eagle Select 1,40000,462.01
Male,60,Eagle Select 1,21000,61.82
Male,60,Eagle Select 1,22000,71.89
Male,60,Eagle Select 1,23000,81.96
Male,60,Eagle Select 1,24000,92.03
Male,60,Eagle Select 1,25000,102.1
Male,60,Eagle Select 1,26000,112.17
Male,60,Eagle Select 1,27000,122.24
Male,60,Eagle Select 1,28000,132.31
Male,60,Eagle Select 1,29000,142.38
Male,60,Eagle Select 1,30000,152.45
Male,60,Eagle Select 1,31000,162.52
Male,60,Eagle Select 1,32000,172.59
Male,60,Eagle Select 1,33000,182.66
Male,60,Eagle Select 1,34000,192.73
Male,60,Eagle Select 1,35000,202.8
Male,60,Eagle Select 1,36000,212.87
Male,60,Eagle Select 1,37000,222.94
Male,60,Eagle Select 1,38000,233.01
Male,60,Eagle Select 1,39000,243.08
Male,60,Eagle Select 1,40000,253.15
Male,61,Eagle Select 1,21000,61.82
Male,61,Eagle Select 1,22000,71.89
Male,61,Eagle Select 1,23000,81.96
Male,61,Eagle Select 1,24000,92.03
Male,61,Eagle Select 1,25000,102.1
Male,61,Eagle Select 1,26000,112.17
Male,61,Eagle Select 1,27000,122.24
Male,61,Eagle Select 1,28000,132.31
Male,61,Eagle Select 1,29000,142.38
Male,61,Eagle Select 1,30000,152.45
Male,61,Eagle Select 1,31000,162.52
Male,61,Eagle Select 1,32000,172.59
Male,61,Eagle Select 1,33000,182.66
Male,61,Eagle Select 1,34000,192.73
Male,61,Eagle Select 1,35000,202.8
Male,61,Eagle Select 1,36000,212.87
Male,61,Eagle Select 1,37000,222.94
Male,61,Eagle Select 1,38000,233.01
Male,61,Eagle Select 1,39000,243.08
Male,61,Eagle Select 1,40000,253.15
Male,62,Eagle Select 1,21000,74.03
Male,62,Eagle Select 1,22000,84.1
Male,62,Eagle Select 1,23000,94.17
Male,62,Eagle Select 1,24000,104.24
Male,62,Eagle Select 1,25000,114.31
Male,62,Eagle Select 1,26000,124.38
Male,62,Eagle Select 1,27000,134.45
Male,62,Eagle Select 1,28000,144.52
Male,62,Eagle Select 1,29000,154.59
Male,62,Eagle Select 1,30000,164.66
Male,62,Eagle Select 1,31000,174.73
Male,62,Eagle Select 1,32000,184.8
Male,62,Eagle Select 1,33000,194.87
Male,62,Eagle Select 1,34000,204.94
Male,62,Eagle Select 1,35000,215.01
Male,62,Eagle Select 1,36000,225.08
Male,62,Eagle Select 1,37000,235.15
Male,62,Eagle Select 1,38000,245.22
Male,62,Eagle Select 1,39000,255.29
Male,62,Eagle Select 1,40000,265.36
Male,63,Eagle Select 1,21000,74.03
Male,63,Eagle Select 1,22000,84.1
Male,63,Eagle Select 1,23000,94.17
Male,63,Eagle Select 1,24000,104.24
Male,63,Eagle Select 1,25000,114.31
Male,63,Eagle Select 1,26000,124.38
Male,63,Eagle Select 1,27000,134.45
Male,63,Eagle Select 1,28000,144.52
Male,63,Eagle Select 1,29000,154.59
Male,63,Eagle Select 1,30000,164.66
Male,63,Eagle Select 1,31000,174.73
Male,63,Eagle Select 1,32000,184.8
Male,63,Eagle Select 1,33000,194.87
Male,63,Eagle Select 1,34000,204.94
Male,63,Eagle Select 1,35000,215.01
Male,63,Eagle Select 1,36000,225.08
Male,63,Eagle Select 1,37000,235.15
Male,63,Eagle Select 1,38000,245.22
Male,63,Eagle Select 1,39000,255.29
Male,63,Eagle Select 1,40000,265.36
Male,64,Eagle Select 1,21000,84.24
Male,64,Eagle Select 1,22000,94.31
Male,64,Eagle Select 1,23000,104.38
Male,64,Eagle Select 1,24000,114.45
Male,64,Eagle Select 1,25000,124.52
Male,64,Eagle Select 1,26000,134.59
Male,64,Eagle Select 1,27000,144.66
Male,64,Eagle Select 1,28000,154.73
Male,64,Eagle Select 1,29000,164.8
Male,64,Eagle Select 1,30000,174.87
Male,64,Eagle Select 1,31000,184.94
Male,64,Eagle Select 1,32000,195.01
Male,64,Eagle Select 1,33000,205.08
Male,64,Eagle Select 1,34000,215.15
Male,64,Eagle Select 1,35000,225.22
Male,64,Eagle Select 1,36000,235.29
Male,64,Eagle Select 1,37000,245.36
Male,64,Eagle Select 1,38000,255.43
Male,64,Eagle Select 1,39000,265.5
Male,64,Eagle Select 1,40000,275.57
Male,65,Eagle Select 1,21000,84.24
Male,65,Eagle Select 1,22000,94.31
Male,65,Eagle Select 1,23000,104.38
Male,65,Eagle Select 1,24000,114.45
Male,65,Eagle Select 1,25000,124.52
Male,65,Eagle Select 1,26000,134.59
Male,65,Eagle Select 1,27000,144.66
Male,65,Eagle Select 1,28000,154.73
Male,65,Eagle Select 1,29000,164.8
Male,65,Eagle Select 1,30000,174.87
Male,65,Eagle Select 1,31000,184.94
Male,65,Eagle Select 1,32000,195.01
Male,65,Eagle Select 1,33000,205.08
Male,65,Eagle Select 1,34000,215.15
Male,65,Eagle Select 1,35000,225.22
Male,65,Eagle Select 1,36000,235.29
Male,65,Eagle Select 1,37000,245.36
Male,65,Eagle Select 1,38000,255.43
Male,65,Eagle Select 1,39000,265.5
Male,65,Eagle Select 1,40000,275.57
Male,66,Eagle Select 1,21000,96.71
Male,66,Eagle Select 1,22000,106.78
Male,66,Eagle Select 1,23000,116.85
Male,66,Eagle Select 1,24000,126.92
Male,66,Eagle Select 1,25000,136.99
Male,66,Eagle Select 1,26000,147.06
Male,66,Eagle Select 1,27000,157.13
Male,66,Eagle Select 1,28000,167.2
Male,66,Eagle Select 1,29000,177.27
Male,66,Eagle Select 1,30000,187.34
Male,66,Eagle Select 1,31000,197.41
Male,66,Eagle Select 1,32000,207.48
Male,66,Eagle Select 1,33000,217.55
Male,66,Eagle Select 1,34000,227.62
Male,66,Eagle Select 1,35000,237.69
Male,66,Eagle Select 1,36000,247.76
Male,66,Eagle Select 1,37000,257.83
Male,66,Eagle Select 1,38000,267.9
Male,66,Eagle Select 1,39000,277.97
Male,66,Eagle Select 1,40000,288.04
Male,67,Eagle Select 1,21000,96.71
Male,67,Eagle Select 1,22000,106.78
Male,67,Eagle Select 1,23000,116.85
Male,67,Eagle Select 1,24000,126.92
Male,67,Eagle Select 1,25000,136.99
Male,67,Eagle Select 1,26000,147.06
Male,67,Eagle Select 1,27000,157.13
Male,67,Eagle Select 1,28000,167.2
Male,67,Eagle Select 1,29000,177.27
Male,67,Eagle Select 1,30000,187.34
Male,67,Eagle Select 1,31000,197.41
Male,67,Eagle Select 1,32000,207.48
Male,67,Eagle Select 1,33000,217.55
Male,67,Eagle Select 1,34000,227.62
Male,67,Eagle Select 1,35000,237.69
Male,67,Eagle Select 1,36000,247.76
Male,67,Eagle Select 1,37000,257.83
Male,67,Eagle Select 1,38000,267.9
Male,67,Eagle Select 1,39000,277.97
Male,67,Eagle Select 1,40000,288.04
Male,68,Eagle Select 1,21000,113.12
Male,68,Eagle Select 1,22000,123.19
Male,68,Eagle Select 1,23000,133.26
Male,68,Eagle Select 1,24000,143.33
Male,68,Eagle Select 1,25000,153.4
Male,68,Eagle Select 1,26000,163.47
Male,68,Eagle Select 1,27000,173.54
Male,68,Eagle Select 1,28000,183.61
Male,68,Eagle Select 1,29000,193.68
Male,68,Eagle Select 1,30000,203.75
Male,68,Eagle Select 1,31000,213.82
Male,68,Eagle Select 1,32000,223.89
Male,68,Eagle Select 1,33000,233.96
Male,68,Eagle Select 1,34000,244.03
Male,68,Eagle Select 1,35000,254.1
Male,68,Eagle Select 1,36000,264.17
Male,68,Eagle Select 1,37000,274.24
Male,68,Eagle Select 1,38000,284.31
Male,68,Eagle Select 1,39000,294.38
Male,68,Eagle Select 1,40000,304.45
Male,69,Eagle Select 1,21000,113.12
Male,69,Eagle Select 1,22000,123.19
Male,69,Eagle Select 1,23000,133.26
Male,69,Eagle Select 1,24000,143.33
Male,69,Eagle Select 1,25000,153.4
Male,69,Eagle Select 1,26000,163.47
Male,69,Eagle Select 1,27000,173.54
Male,69,Eagle Select 1,28000,183.61
Male,69,Eagle Select 1,29000,193.68
Male,69,Eagle Select 1,30000,203.75
Male,69,Eagle Select 1,31000,213.82
Male,69,Eagle Select 1,32000,223.89
Male,69,Eagle Select 1,33000,233.96
Male,69,Eagle Select 1,34000,244.03
Male,69,Eagle Select 1,35000,254.1
Male,69,Eagle Select 1,36000,264.17
Male,69,Eagle Select 1,37000,274.24
Male,69,Eagle Select 1,38000,284.31
Male,69,Eagle Select 1,39000,294.38
Male,69,Eagle Select 1,40000,304.45
Male,70,Eagle Select 1,21000,131.36
Male,70,Eagle Select 1,22000,141.43
Male,70,Eagle Select 1,23000,151.5
Male,70,Eagle Select 1,24000,161.57
Male,70,Eagle Select 1,25000,171.64
Male,70,Eagle Select 1,26000,181.71
Male,70,Eagle Select 1,27000,191.78
Male,70,Eagle Select 1,28000,201.85
Male,70,Eagle Select 1,29000,211.92
Male,70,Eagle Select 1,30000,221.99
Male,70,Eagle Select 1,31000,232.06
Male,70,Eagle Select 1,32000,242.13
Male,70,Eagle Select 1,33000,252.2
Male,70,Eagle Select 1,34000,262.27
Male,70,Eagle Select 1,35000,272.34
Male,70,Eagle Select 1,36000,282.41
Male,70,Eagle Select 1,37000,292.48
Male,70,Eagle Select 1,38000,302.55
Male,70,Eagle Select 1,39000,312.62
Male,70,Eagle Select 1,40000,322.69
Male,71,Eagle Select 1,21000,131.36
Male,71,Eagle Select 1,22000,141.43
Male,71,Eagle Select 1,23000,151.5
Male,71,Eagle Select 1,24000,161.57
Male,71,Eagle Select 1,25000,171.64
Male,71,Eagle Select 1,26000,181.71
Male,71,Eagle Select 1,27000,191.78
Male,71,Eagle Select 1,28000,201.85
Male,71,Eagle Select 1,29000,211.92
Male,71,Eagle Select 1,30000,221.99
Male,71,Eagle Select 1,31000,232.06
Male,71,Eagle Select 1,32000,242.13
Male,71,Eagle Select 1,33000,252.2
Male,71,Eagle Select 1,34000,262.27
Male,71,Eagle Select 1,35000,272.34
Male,71,Eagle Select 1,36000,282.41
Male,71,Eagle Select 1,37000,292.48
Male,71,Eagle Select 1,38000,302.55
Male,71,Eagle Select 1,39000,312.62
Male,71,Eagle Select 1,40000,322.69
Male,72,Eagle Select 1,21000,154.02
Male,72,Eagle Select 1,22000,164.09
Male,72,Eagle Select 1,23000,174.16
Male,72,Eagle Select 1,24000,184.23
Male,72,Eagle Select 1,25000,194.3
Male,72,Eagle Select 1,26000,204.37
Male,72,Eagle Select 1,27000,214.44
Male,72,Eagle Select 1,28000,224.51
Male,72,Eagle Select 1,29000,234.58
Male,72,Eagle Select 1,30000,244.65
Male,72,Eagle Select 1,31000,254.72
Male,72,Eagle Select 1,32000,264.79
Male,72,Eagle Select 1,33000,274.86
Male,72,Eagle Select 1,34000,284.93
Male,72,Eagle Select 1,35000,295.0
Male,72,Eagle Select 1,36000,305.07
Male,72,Eagle Select 1,37000,315.14
Male,72,Eagle Select 1,38000,325.21
Male,72,Eagle Select 1,39000,335.28
Male,72,Eagle Select 1,40000,345.35
Male,73,Eagle Select 1,21000,154.02
Male,73,Eagle Select 1,22000,164.09
Male,73,Eagle Select 1,23000,174.16
Male,73,Eagle Select 1,24000,184.23
Male,73,Eagle Select 1,25000,194.3
Male,73,Eagle Select 1,26000,204.37
Male,73,Eagle Select 1,27000,214.44
Male,73,Eagle Select 1,28000,224.51
Male,73,Eagle Select 1,29000,234.58
Male,73,Eagle Select 1,30000,244.65
Male,73,Eagle Select 1,31000,254.72
Male,73,Eagle Select 1,32000,264.79
Male,73,Eagle Select 1,33000,274.86
Male,73,Eagle Select 1,34000,284.93
Male,73,Eagle Select 1,35000,295.0
Male,73,Eagle Select 1,36000,305.07
Male,73,Eagle Select 1,37000,315.14
Male,73,Eagle Select 1,38000,325.21
Male,73,Eagle Select 1,39000,335.28
Male,73,Eagle Select 1,40000,345.35
Male,74,Eagle Select 1,21000,182.33
Male,74,Eagle Select 1,22000,192.4
Male,74,Eagle Select 1,23000,202.47
Male,74,Eagle Select 1,24000,212.54
Male,74,Eagle Select 1,25000,222.61
Male,74,Eagle Select 1,26000,232.68
Male,74,Eagle Select 1,27000,242.75
Male,74,Eagle Select 1,28000,252.82
Male,74,Eagle Select 1,29000,262.89
Male,74,Eagle Select 1,30000,272.96
Male,74,Eagle Select 1,31000,283.03
Male,74,Eagle Select 1,32000,293.1
Male,74,Eagle Select 1,33000,303.17
Male,74,Eagle Select 1,34000,313.24
Male,74,Eagle Select 1,35000,323.31
Male,74,Eagle Select 1,36000,333.38
Male,74,Eagle Select 1,37000,343.45
Male,74,Eagle Select 1,38000,353.52
Male,74,Eagle Select 1,39000,363.59
Male,74,Eagle Select 1,40000,373.66
Male,75,Eagle Select 1,21000,182.33
Male,75,Eagle Select 1,22000,192.4
Male,75,Eagle Select 1,23000,202.47
Male,75,Eagle Select 1,24000,212.54
Male,75,Eagle Select 1,25000,222.61
Male,75,Eagle Select 1,26000,232.68
Male,75,Eagle Select 1,27000,242.75
Male,75,Eagle Select 1,28000,252.82
Male,75,Eagle Select 1,29000,262.89
Male,75,Eagle Select 1,30000,272.96
Male,75,Eagle Select 1,31000,283.03
Male,75,Eagle Select 1,32000,293.1
Male,75,Eagle Select 1,33000,303.17
Male,75,Eagle Select 1,34000,313.24
Male,75,Eagle Select 1,35000,323.31
Male,75,Eagle Select 1,36000,333.38
Male,75,Eagle Select 1,37000,343.45
Male,75,Eagle Select 1,38000,353.52
Male,75,Eagle Select 1,39000,363.59
Male,75,Eagle Select 1,40000,373.66
Male,76,Eagle Select 1,21000,215.39
Male,76,Eagle Select 1,22000,225.46
Male,76,Eagle Select 1,23000,235.53
Male,76,Eagle Select 1,24000,245.6
Male,76,Eagle Select 1,25000,255.67
Male,76,Eagle Select 1,26000,265.74
Male,76,Eagle Select 1,27000,275.81
Male,76,Eagle Select 1,28000,285.88
Male,76,Eagle Select 1,29000,295.95
Male,76,Eagle Select 1,30000,306.02
Male,76,Eagle Select 1,31000,316.09
Male,76,Eagle Select 1,32000,326.16
Male,76,Eagle Select 1,33000,336.23
Male,76,Eagle Select 1,34000,346.3
Male,76,Eagle Select 1,35000,356.37
Male,76,Eagle Select 1,36000,366.44
Male,76,Eagle Select 1,37000,376.51
Male,76,Eagle Select 1,38000,386.58
Male,76,Eagle Select 1,39000,396.65
Male,76,Eagle Select 1,40000,406.72
Male,77,Eagle Select 1,21000,215.39
Male,77,Eagle Select 1,22000,225.46
Male,77,Eagle Select 1,23000,235.53
Male,77,Eagle Select 1,24000,245.6
Male,77,Eagle Select 1,25000,255.67
Male,77,Eagle Select 1,26000,265.74
Male,77,Eagle Select 1,27000,275.81
Male,77,Eagle Select 1,28000,285.88
Male,77,Eagle Select 1,29000,295.95
Male,77,Eagle Select 1,30000,306.02
Male,77,Eagle Select 1,31000,316.09
Male,77,Eagle Select 1,32000,326.16
Male,77,Eagle Select 1,33000,336.23
Male,77,Eagle Select 1,34000,346.3
Male,77,Eagle Select 1,35000,356.37
Male,77,Eagle Select 1,36000,366.44
Male,77,Eagle Select 1,37000,376.51
Male,77,Eagle Select 1,38000,386.58
Male,77,Eagle Select 1,39000,396.65
Male,77,Eagle Select 1,40000,406.72
Male,78,Eagle Select 1,21000,253.82
Male,78,Eagle Select 1,22000,263.89
Male,78,Eagle Select 1,23000,273.96
Male,78,Eagle Select 1,24000,284.03
Male,78,Eagle Select 1,25000,294.1
Male,78,Eagle Select 1,26000,304.17
Male,78,Eagle Select 1,27000,314.24
Male,78,Eagle Select 1,28000,324.31
Male,78,Eagle Select 1,29000,334.38
Male,78,Eagle Select 1,30000,344.45
Male,78,Eagle Select 1,31000,354.52
Male,78,Eagle Select 1,32000,364.59
Male,78,Eagle Select 1,33000,374.66
Male,78,Eagle Select 1,34000,384.73
Male,78,Eagle Select 1,35000,394.8
Male,78,Eagle Select 1,36000,404.87
Male,78,Eagle Select 1,37000,414.94
Male,78,Eagle Select 1,38000,425.01
Male,78,Eagle Select 1,39000,435.08
Male,78,Eagle Select 1,40000,445.15
Male,79,Eagle Select 1,21000,253.82
Male,79,Eagle Select 1,22000,263.89
Male,79,Eagle Select 1,23000,273.96
Male,79,Eagle Select 1,24000,284.03
Male,79,Eagle Select 1,25000,294.1
Male,79,Eagle Select 1,26000,304.17
Male,79,Eagle Select 1,27000,314.24
Male,79,Eagle Select 1,28000,324.31
Male,79,Eagle Select 1,29000,334.38
Male,79,Eagle Select 1,30000,344.45
Male,79,Eagle Select 1,31000,354.52
Male,79,Eagle Select 1,32000,364.59
Male,79,Eagle Select 1,33000,374.66
Male,79,Eagle Select 1,34000,384.73
Male,79,Eagle Select 1,35000,394.8
Male,79,Eagle Select 1,36000,404.87
Male,79,Eagle Select 1,37000,414.94
Male,79,Eagle Select 1,38000,425.01
Male,79,Eagle Select 1,39000,435.08
Male,79,Eagle Select 1,40000,445.15
Male,80,Eagle Select 1,21000,293.48
Male,80,Eagle Select 1,22000,303.55
Male,80,Eagle Select 1,23000,313.62
Male,80,Eagle Select 1,24000,323.69
Male,80,Eagle Select 1,25000,333.76
Male,80,Eagle Select 1,26000,343.83
Male,80,Eagle Select 1,27000,353.9
Male,80,Eagle Select 1,28000,363.97
Male,80,Eagle Select 1,29000,374.04
Male,80,Eagle Select 1,30000,384.11
Male,80,Eagle Select 1,31000,394.18
Male,80,Eagle Select 1,32000,404.25
Male,80,Eagle Select 1,33000,414.32
Male,80,Eagle Select 1,34000,424.39
Male,80,Eagle Select 1,35000,434.46
Male,80,Eagle Select 1,36000,444.53
Male,80,Eagle Select 1,37000,454.6
Male,80,Eagle Select 1,38000,464.67
Male,80,Eagle Select 1,39000,474.74
Male,80,Eagle Select 1,40000,484.81
Male,60,Eagle Select 1,21000,60.78
Male,60,Eagle Select 1,22000,71.11
Male,60,Eagle Select 1,23000,81.44
Male,60,Eagle Select 1,24000,91.77
Male,60,Eagle Select 1,25000,102.1
Male,60,Eagle Select 1,26000,112.43
Male,60,Eagle Select 1,27000,122.76
Male,60,Eagle Select 1,28000,133.09
Male,60,Eagle Select 1,29000,143.42
Male,60,Eagle Select 1,30000,153.75
Male,60,Eagle Select 1,31000,164.08
Male,60,Eagle Select 1,32000,174.41
Male,60,Eagle Select 1,33000,184.74
Male,60,Eagle Select 1,34000,195.07
Male,60,Eagle Select 1,35000,205.4
Male,60,Eagle Select 1,36000,215.73
Male,60,Eagle Select 1,37000,226.06
Male,60,Eagle Select 1,38000,236.39
Male,60,Eagle Select 1,39000,246.72
Male,60,Eagle Select 1,40000,257.05
Male,61,Eagle Select 1,21000,60.78
Male,61,Eagle Select 1,22000,71.11
Male,61,Eagle Select 1,23000,81.44
Male,61,Eagle Select 1,24000,91.77
Male,61,Eagle Select 1,25000,102.1
Male,61,Eagle Select 1,26000,112.43
Male,61,Eagle Select 1,27000,122.76
Male,61,Eagle Select 1,28000,133.09
Male,61,Eagle Select 1,29000,143.42
Male,61,Eagle Select 1,30000,153.75
Male,61,Eagle Select 1,31000,164.08
Male,61,Eagle Select 1,32000,174.41
Male,61,Eagle Select 1,33000,184.74
Male,61,Eagle Select 1,34000,195.07
Male,61,Eagle Select 1,35000,205.4
Male,61,Eagle Select 1,36000,215.73
Male,61,Eagle Select 1,37000,226.06
Male,61,Eagle Select 1,38000,236.39
Male,61,Eagle Select 1,39000,246.72
Male,61,Eagle Select 1,40000,257.05
Male,62,Eagle Select 1,21000,72.99
Male,62,Eagle Select 1,22000,83.32
Male,62,Eagle Select 1,23000,93.65
Male,62,Eagle Select 1,24000,103.98
Male,62,Eagle Select 1,25000,114.31
Male,62,Eagle Select 1,26000,124.64
Male,62,Eagle Select 1,27000,134.97
Male,62,Eagle Select 1,28000,145.3
Male,62,Eagle Select 1,29000,155.63
Male,62,Eagle Select 1,30000,165.96
Male,62,Eagle Select 1,31000,176.29
Male,62,Eagle Select 1,32000,186.62
Male,62,Eagle Select 1,33000,196.95
Male,62,Eagle Select 1,34000,207.28
Male,62,Eagle Select 1,35000,217.61
Male,62,Eagle Select 1,36000,227.94
Male,62,Eagle Select 1,37000,238.27
Male,62,Eagle Select 1,38000,248.6
Male,62,Eagle Select 1,39000,258.93
Male,62,Eagle Select 1,40000,269.26
Male,63,Eagle Select 1,21000,72.99
Male,63,Eagle Select 1,22000,83.32
Male,63,Eagle Select 1,23000,93.65
Male,63,Eagle Select 1,24000,103.98
Male,63,Eagle Select 1,25000,114.31
Male,63,Eagle Select 1,26000,124.64
Male,63,Eagle Select 1,27000,134.97
Male,63,Eagle Select 1,28000,145.3
Male,63,Eagle Select 1,29000,155.63
Male,63,Eagle Select 1,30000,165.96
Male,63,Eagle Select 1,31000,176.29
Male,63,Eagle Select 1,32000,186.62
Male,63,Eagle Select 1,33000,196.95
Male,63,Eagle Select 1,34000,207.28
Male,63,Eagle Select 1,35000,217.61
Male,63,Eagle Select 1,36000,227.94
Male,63,Eagle Select 1,37000,238.27
Male,63,Eagle Select 1,38000,248.6
Male,63,Eagle Select 1,39000,258.93
Male,63,Eagle Select 1,40000,269.26
Male,64,Eagle Select 1,21000,83.2
Male,64,Eagle Select 1,22000,93.53
Male,64,Eagle Select 1,23000,103.86
Male,64,Eagle Select 1,24000,114.19
Male,64,Eagle Select 1,25000,124.52
Male,64,Eagle Select 1,26000,134.85
Male,64,Eagle Select 1,27000,145.18
Male,64,Eagle Select 1,28000,155.51
Male,64,Eagle Select 1,29000,165.84
Male,64,Eagle Select 1,30000,176.17
Male,64,Eagle Select 1,31000,186.5
Male,64,Eagle Select 1,32000,196.83
Male,64,Eagle Select 1,33000,207.16
Male,64,Eagle Select 1,34000,217.49
Male,64,Eagle Select 1,35000,227.82
Male,64,Eagle Select 1,36000,238.15
Male,64,Eagle Select 1,37000,248.48
Male,64,Eagle Select 1,38000,258.81
Male,64,Eagle Select 1,39000,269.14
Male,64,Eagle Select 1,40000,279.47
Male,65,Eagle Select 1,21000,83.2
Male,65,Eagle Select 1,22000,93.53
Male,65,Eagle Select 1,23000,103.86
